stop-time: 2014-08-23  17:14:05:820
stop-time: 2014-08-23  17:16:26:368
stop-time: 2014-08-23  17:18:03:108
stop-time: 2014-08-23  17:18:23:987
stop-time: 2014-08-23  17:19:28:163
stop-time: 2014-08-23  17:19:48:612
stop-time: 2014-08-23  17:21:33:288
stop-time: 2014-08-23  17:22:17:184
stop-time: 2014-08-23  17:49:19:574
stop-time: 2014-08-23  17:49:29:981
